transaction_date,user_id,transaction_id,product_amount,payment_category,is_churned
2023-10-14,USER_08521,0d308cd3-f1a4-4a9c-86e1-fe6f5b76b36c,7172.98,QRIS (Bank-based),1
2023-10-14,USER_08114,edfd6c9d-15dc-4ae4-b7bd-dc20af527501,7343.23,QRIS (Wallet-based),1
2023-10-14,USER_04335,1f651200-315e-4595-b86e-03b9066a9422,7893.59,Non-QRIS (Cards),1
2023-10-14,USER_07270,62998c4a-0b2d-43ae-a73d-7422caef7ee2,938.55,Non-QRIS (Cards),1
2023-10-14,USER_05496,44642fdc-9b8c-48d3-90e2-217d85d3a889,6515.01,Non-QRIS (Cards),1
2023-10-15,USER_00949,ea3e6aef-8e34-4ad9-a1aa-d5a886508d12,6351.86,QRIS (Bank-based),1
2023-10-15,USER_07538,285d61b1-211c-49cc-a146-47802fd17c04,3181.82,QRIS (Wallet-based),1
2023-10-15,USER_04054,392fc8bc-1e36-4491-8c97-77a0cc06379f,3739.56,Non-QRIS (Cards),1
2023-10-15,USER_02340,efd2d6b6-0881-40d5-a113-2362c801745f,14.23,QRIS (Wallet-based),1
2023-10-15,USER_08326,e87c92ce-6ac4-4ae8-ade8-836a669573c4,9838.57,QRIS (Bank-based),1
2023-10-15,USER_08503,5c1563bb-72b7-47f6-8045-eca3e56b1e94,7755.58,Non-QRIS (Cards),1
2023-10-15,USER_05582,baec6fe8-03ca-47db-8fd4-2a3bb3b596f8,8559.62,QRIS (Wallet-based),1
2023-10-15,USER_00249,eb46d942-5ea0-4e04-beea-c923c42c8c43,6885.40,QRIS (Bank-based),1
2023-10-15,USER_00712,b99e7cdb-8c7a-4410-91a0-e354bada6613,5006.59,Non-QRIS (Cards),1
2023-10-15,USER_08144,2bc27718-964c-4019-9455-ea13205b6d4d,3620.73,Non-QRIS (Cards),1
2023-10-15,USER_05610,676f02a1-fd58-4527-b12e-016926a7f1f7,2824.48,Non-QRIS (Cards),1
2023-10-15,USER_03946,bcc59344-7919-4067-9179-df6398738175,7254.10,Non-QRIS (Cards),1
2023-10-15,USER_07616,808a2684-9ed7-4eb7-800c-bac0e9b1060c,4813.32,QRIS (Bank-based),1
2023-10-15,USER_00589,91637e77-4848-400a-9a8f-f54c41b98aa7,9731.93,QRIS (Wallet-based),1
2023-10-15,USER_04452,31a6c79f-49af-44ac-aec5-799872e0432b,9834.79,Non-QRIS (Cards),1
2023-10-15,USER_05737,122896a9-3018-4e8c-abca-a5dfa823e37e,9623.77,QRIS (Wallet-based),1
2023-10-15,USER_03804,362fe036-6aed-4698-9879-7f64b2eb0e68,8181.61,QRIS (Wallet-based),1
2023-10-15,USER_05782,5c2118ec-40ea-4819-8878-354291717e23,2494.19,Non-QRIS (Cards),1
2023-10-16,USER_07771,30b4353b-a593-4eea-b6b9-3ebf3a55c0ab,4475.29,Non-QRIS (Cards),1
2023-10-16,USER_00330,8a5f8d8b-d45d-4213-a9a4-b1c9d90a5ae6,8529.53,Non-QRIS (Cards),1
2023-10-16,USER_00666,25fdd2e8-48b3-4cba-954f-f8661f1ed2a5,9140.84,Non-QRIS (Cards),1
2023-10-16,USER_03961,52db58bf-eed3-4b9d-9b1e-3a2a9b6d8721,2194.52,QRIS (Bank-based),0
2023-10-16,USER_09374,3683c22a-7d1c-48a7-8920-95e2ac625937,7582.38,QRIS (Wallet-based),1
2023-10-16,USER_03521,f618f58b-b939-4d40-a322-376530116c97,310.28,QRIS (Wallet-based),0
2023-10-16,USER_07655,00f91c69-dd8e-46d4-aa46-1f2ede1ae03f,8362.99,QRIS (Bank-based),0
2023-10-16,USER_05247,53889b6d-ac91-4191-ba56-1f1d1b0b2a38,3828.48,Non-QRIS (Cards),1
2023-10-16,USER_03478,0274564d-a6bd-47c3-be70-24a528c760ee,9036.36,QRIS (Wallet-based),1
2023-10-16,USER_05956,eca7223c-3d9b-4389-8277-ead50d831429,5287.64,Non-QRIS (Cards),1
2023-10-16,USER_00996,c107712c-a044-4319-876e-f5414fd5a297,6447.35,Non-QRIS (Cards),1
2023-10-16,USER_00515,a8abfc85-840a-458b-bcd8-39f95bb165bd,6989.12,QRIS (Bank-based),1
2023-10-17,USER_04316,b423adfa-3741-4c7c-8cd4-0088a3c71806,3428.31,QRIS (Bank-based),1
2023-10-17,USER_09353,ae106744-d210-49b8-a169-6fbebc2808d4,3426.37,QRIS (Bank-based),1
2023-10-17,USER_09352,47baa94d-ac4b-43b8-bb2c-bdfc9daee056,2642.58,QRIS (Bank-based),1
2023-10-17,USER_07109,4d56ff2a-0d80-4f39-845e-89dcce32e00e,4055.48,Non-QRIS (Cards),0
2023-10-17,USER_08584,4d5af413-a32f-47d4-9e7f-cea424774cd4,5914.33,QRIS (Wallet-based),0
2023-10-17,USER_08457,d5c7798e-f477-4d5e-86bf-2f218658c052,6129.07,QRIS (Wallet-based),1
2023-10-17,USER_06064,956f8067-8191-43a3-82b6-4512f1387b8d,5901.66,Non-QRIS (Cards),1
2023-10-17,USER_07003,1c8c3081-ba6c-48b3-8b5e-9eefdf277fd5,2657.47,Non-QRIS (Cards),1
2023-10-17,USER_06661,84ff2122-c3df-49d7-b561-b3f08971b569,508.00,Non-QRIS (Cards),1
2023-10-17,USER_05431,94462c77-92ce-41a4-bf28-ceb1dcb27f46,824.30,QRIS (Wallet-based),0
2023-10-17,USER_03671,a62cdd58-c48b-4d0a-831c-cd5449313141,4251.87,QRIS (Wallet-based),1
2023-10-17,USER_03413,ef7a1f44-7bfb-4330-8f57-1a91c360b818,3942.02,QRIS (Bank-based),1
2023-10-17,USER_02114,d8fe5c28-91e0-4a1e-87ec-e7d9b685b61f,1055.15,Non-QRIS (Cards),1
2023-10-17,USER_06975,e5fd6316-16a3-49a3-bcae-d260aa7b6024,5982.44,Non-QRIS (Cards),1
2023-10-18,USER_02046,c1f55c35-41ae-4d8c-a368-a028c3f94f64,7475.55,Non-QRIS (Cards),1
2023-10-18,USER_08079,d549f83a-8f26-4579-8801-af8085042ca2,7027.92,Non-QRIS (Cards),1
2023-10-18,USER_02433,b0d52655-d11b-4bee-8a62-05ac3909682f,4295.66,QRIS (Bank-based),1
2023-10-18,USER_09232,eebe64f5-5d4a-4d01-b6ad-6067f9b85419,1888.37,QRIS (Wallet-based),1
2023-10-18,USER_09051,11b3bc81-710e-464d-95c9-46f805f4bf39,3314.08,Non-QRIS (Cards),1
2023-10-18,USER_03416,92cd6a37-a1e2-4f22-a83f-2bbbf7175972,8407.60,Non-QRIS (Cards),1
2023-10-18,USER_09932,51c58f18-40e9-40be-a4a9-32cadd3beda8,1958.44,QRIS (Bank-based),1
2023-10-18,USER_09548,c64464d8-0ef5-4f58-837e-2f0ce8f66b77,151.76,Non-QRIS (Cards),1
2023-10-18,USER_02483,1e134359-c55f-4fc6-b0e5-7d4c7158879e,591.40,QRIS (Bank-based),1
2023-10-18,USER_07976,de3a7925-c884-45bb-ac54-ca30eabe15d1,5790.20,QRIS (Wallet-based),1
2023-10-18,USER_06992,a26ec410-9255-4be8-86f8-b2ab4050c8a5,3792.96,Non-QRIS (Cards),1
2023-10-18,USER_04859,72e81213-ec51-4558-a21b-f2cbf30a3d42,1746.27,QRIS (Wallet-based),1
2023-10-18,USER_06668,53275dc3-8816-48e5-8780-2d9918670790,8359.58,QRIS (Wallet-based),1
2023-10-19,USER_05390,635ee358-09fb-4a46-88b7-335efd707019,269.00,QRIS (Bank-based),1
2023-10-19,USER_07154,a47bb0dc-d918-432a-a192-f50552345630,9349.27,QRIS (Wallet-based),1
2023-10-19,USER_02263,3d700330-79fd-4627-9bbb-358643506927,7496.34,QRIS (Wallet-based),1
2023-10-19,USER_00950,00391e55-1b02-4ec9-b209-9ef80cf3c3d6,1626.34,QRIS (Wallet-based),1
2023-10-19,USER_06604,13582c18-f2a9-4418-b693-cc18ed474511,9455.89,QRIS (Wallet-based),1
2023-10-19,USER_03656,0ec29888-f0b0-46b4-899a-5318cfaa98bd,5373.71,QRIS (Wallet-based),1
2023-10-19,USER_06648,5f4709be-6582-4354-b29e-c04eb7a758a1,6479.07,QRIS (Wallet-based),1
2023-10-19,USER_08707,d6f1019d-e1d0-49ef-a0cc-75689626799e,6841.76,Non-QRIS (Cards),1
2023-10-19,USER_09071,3cc148c7-8abc-4010-88b3-a7449f467810,57.54,QRIS (Bank-based),1
2023-10-19,USER_06654,8e94ed37-0fc7-4bd6-8b78-19acae55a77f,3119.49,Non-QRIS (Cards),1
2023-10-20,USER_07308,f3d38690-279f-49fa-b6f8-7c34183db8db,1861.53,Non-QRIS (Cards),1
2023-10-20,USER_08633,4daf6c27-609d-44bc-b6f2-971f8cb254d4,1536.34,QRIS (Wallet-based),0
2023-10-20,USER_03743,6aa4f3a2-5678-480b-a49c-186e19dfc610,1922.54,Non-QRIS (Cards),1
2023-10-20,USER_03166,8b913516-479c-48eb-aaa4-8f5a90a6007f,6701.62,QRIS (Wallet-based),1
2023-10-20,USER_07003,05d3e86c-77bd-4e6f-bea4-ffe738aa8420,413.59,QRIS (Wallet-based),1
2023-10-20,USER_06835,794cb0b6-b486-43b3-9157-3a5cfa8cb339,1037.83,QRIS (Wallet-based),1
2023-10-20,USER_00621,9ca1dbca-d9c3-4d61-82f6-8421f1cf7985,2746.95,Non-QRIS (Cards),1
2023-10-20,USER_03169,bbb47c86-3958-4b7b-87a8-636cc8ec51b9,779.45,Non-QRIS (Cards),1
2023-10-20,USER_00863,f74cce1a-94fe-4433-8a11-8889811e6526,9116.96,QRIS (Bank-based),1
2023-10-21,USER_07417,16abb020-c14f-495c-bd0c-723d4be13cde,6682.14,QRIS (Wallet-based),1
2023-10-21,USER_05657,84046d9c-2ac5-495c-8518-1ba98e84092e,437.98,Non-QRIS (Cards),1
2023-10-21,USER_04173,f1ec8203-f175-4d62-b021-7bfd6bb5892d,207.79,Non-QRIS (Cards),1
2023-10-21,USER_01209,cbb1f157-4314-4f1b-9679-01ec7588f270,300.29,QRIS (Wallet-based),1
2023-10-21,USER_09496,539ed2d3-8dc3-40aa-ae77-5b7fe61791e5,2896.54,QRIS (Wallet-based),1
2023-10-21,USER_07014,2a8ec70e-df7d-4ac7-b1b8-fabdfc7fb1f7,7197.68,Non-QRIS (Cards),1
2023-10-21,USER_01694,bdc827ca-544d-4633-b559-7d847528b30a,8597.00,QRIS (Wallet-based),0
2023-10-21,USER_00499,83aeda7a-1c4c-4e71-a515-efd6740618a1,8926.00,QRIS (Bank-based),1
2023-10-21,USER_07585,9829cacf-43f1-4252-973e-69e0e4270c9e,6847.18,QRIS (Bank-based),1
2023-10-21,USER_05657,3dc2d8e5-e962-469c-a4f4-05e0f5e5e454,8434.59,Non-QRIS (Cards),1
2023-10-21,USER_01639,01d670fa-8cef-4ba6-990d-9e90836c4529,2028.80,QRIS (Wallet-based),1
2023-10-21,USER_04863,a2164f0b-b81a-46f9-8b93-cdd1d2efc562,1335.56,QRIS (Wallet-based),1
2023-10-22,USER_01947,21d70b3a-2b94-4faf-814d-df1260c6f8eb,2139.65,Non-QRIS (Cards),1
2023-10-22,USER_02447,cb1ff977-2e9d-48ec-b618-4948d111c813,1149.72,QRIS (Bank-based),1
2023-10-22,USER_03396,b46c6884-6656-488e-80b2-590bdca0f998,5874.17,Non-QRIS (Cards),1
2023-10-22,USER_06625,16a5bb27-21d5-4631-98eb-4f768d788241,9366.33,Non-QRIS (Cards),1
2023-10-22,USER_04676,2a306100-0df9-4162-b436-98b923cd5861,3782.64,QRIS (Wallet-based),1
2023-10-22,USER_09176,9985815a-0ca2-4bad-99d0-075aa02fa5d2,6312.12,QRIS (Wallet-based),1
2023-10-22,USER_06819,a66a9084-57da-45f7-9cf8-92de6697842f,6515.78,QRIS (Bank-based),1
2023-10-22,USER_08775,8293655d-02dc-40ae-8f29-11f04e9b8239,9696.90,Non-QRIS (Cards),0
2023-10-22,USER_01163,ac2d13cf-5ab0-46e5-aa4e-6ae125cc12ff,9884.28,QRIS (Wallet-based),1
2023-10-22,USER_01152,c6f77758-9a6f-463d-bd80-35011ce180ea,8199.19,QRIS (Wallet-based),1
2023-10-22,USER_02546,809b4cae-7da4-483e-80b8-09578d56970b,6572.54,QRIS (Wallet-based),1
2023-10-22,USER_06406,5fbef3a6-7577-4952-8a00-fb2be83f147c,552.14,Non-QRIS (Cards),1
2023-10-22,USER_00173,8d693fe9-98fc-4f07-ac8a-8f3481a834e4,2479.02,Non-QRIS (Cards),1
2023-10-22,USER_04805,e0e3254f-d8dc-4537-bc37-b6571c36aeab,6901.92,QRIS (Bank-based),1
2023-10-22,USER_09926,c3fc085c-2eb1-4acf-a552-9002b94d6550,4701.59,QRIS (Wallet-based),1
2023-10-22,USER_05840,8b598891-00c6-4379-ac6d-8fe2567bf559,3752.05,Non-QRIS (Cards),1
2023-10-23,USER_07929,647d0335-e475-4b17-a518-57cf0cc9a437,3756.66,Non-QRIS (Cards),1
2023-10-23,USER_02186,e00a7401-df41-4e0f-8511-99a7f7ad6726,8240.53,Non-QRIS (Cards),1
2023-10-23,USER_09053,6dad2bcf-2910-4123-b6c7-0efb0533c41d,2824.43,QRIS (Wallet-based),1
2023-10-23,USER_00639,347cfae2-e138-4402-b86c-9cfa1b3e5c52,6676.25,QRIS (Wallet-based),1
2023-10-23,USER_00380,280d915f-8b19-46ee-8366-7a3312106817,6505.29,QRIS (Wallet-based),1
2023-10-23,USER_08837,2732f1ab-d0f4-4df8-90f5-ea5ce1abb80b,9079.27,Non-QRIS (Cards),1
2023-10-23,USER_02168,1a1b6215-5923-4fcb-ab08-e6c164cb1752,9338.28,Non-QRIS (Cards),1
2023-10-23,USER_06418,3fa9f347-be6e-4c88-9637-e531d3186d93,6849.54,QRIS (Wallet-based),1
2023-10-23,USER_01738,f70f4fb3-e294-4324-998e-d01535404a24,159.14,QRIS (Wallet-based),1
2023-10-23,USER_09884,acac4704-f738-40bb-8fa0-142fbe573f11,7968.87,QRIS (Bank-based),1
2023-10-23,USER_05250,079e5918-e02a-4225-9105-7aa50349055d,6252.12,Non-QRIS (Cards),1
2023-10-23,USER_08456,7808d067-e143-4823-bba1-604fb3b3c78b,5576.90,Non-QRIS (Cards),1
2023-10-23,USER_06678,c9f1212f-421c-483d-a553-dbbdbe7f0544,514.89,QRIS (Bank-based),1
2023-10-24,USER_07437,063c6a81-2f1a-42fa-8207-e6b33540317a,5697.78,Non-QRIS (Cards),0
2023-10-24,USER_04371,ce544493-e762-49b0-b74f-d2e8491cb78f,8661.00,QRIS (Wallet-based),0
2023-10-24,USER_00591,08c140be-1900-4f83-8297-b17dcade1743,4067.18,Non-QRIS (Cards),1
2023-10-24,USER_06714,1e384e91-251e-466b-bfc5-d2628af75c2e,9233.30,QRIS (Bank-based),1
2023-10-24,USER_08886,cd201d3a-3489-4304-b0f4-429d2faa4e2d,6864.93,Non-QRIS (Cards),1
2023-10-24,USER_09276,b05fd7b8-39e7-43e6-ad16-0c46d5fa6953,3693.72,QRIS (Wallet-based),1
2023-10-24,USER_08328,69bce268-022c-45bb-8d83-47de45b8fcbd,3813.78,QRIS (Wallet-based),1
2023-10-24,USER_03082,15732cdc-9227-44ab-b128-fa52bb4496ca,6463.26,Non-QRIS (Cards),1
2023-10-24,USER_09609,5e255d39-185f-4413-a5ae-96f7a5855083,1336.64,QRIS (Bank-based),1
2023-10-24,USER_05915,a15c4f6c-8106-409a-9b30-9603cbb08c8c,7196.85,QRIS (Bank-based),1
2023-10-25,USER_05104,b474de20-5fab-463a-ba35-559d6d4b978c,7328.23,Non-QRIS (Cards),1
2023-10-25,USER_06842,ee2dc79e-0b22-4e36-b4a5-1cf4d63f3697,9660.11,QRIS (Wallet-based),1
2023-10-25,USER_01524,92f705ed-8f3d-4a0e-bbcf-fa04c3e9a945,2528.45,QRIS (Bank-based),1
2023-10-25,USER_03272,39ea71e9-0242-43a5-9f0d-175be8256783,9931.78,QRIS (Bank-based),1
2023-10-25,USER_05899,47401bf1-6a1b-4ad1-a653-3d81adc06bf8,6392.40,Non-QRIS (Cards),1
2023-10-25,USER_02954,a8ced226-6633-4034-8c5e-bb57eb21e01a,7237.99,Non-QRIS (Cards),1
2023-10-25,USER_07260,71edaeff-7397-4f73-a1e8-33ff3d8e0f78,7510.80,Non-QRIS (Cards),1
2023-10-25,USER_01326,7cb8862a-4799-4da5-9600-f5c711f16aec,8670.77,QRIS (Wallet-based),1
2023-10-25,USER_08047,168725dc-9b7a-4ff8-bf54-4d9ce807e19d,7510.80,QRIS (Bank-based),1
2023-10-25,USER_04550,472ce9b0-5a3c-4ee2-b32c-cc89c8184c5f,458.48,QRIS (Wallet-based),1
2023-10-25,USER_09813,d66f2bfb-90c7-423d-941a-e5fa2b859ce1,9946.68,QRIS (Wallet-based),1
2023-10-25,USER_00847,9b88492f-97d2-4333-8d5f-c60e3082cf73,9838.46,Non-QRIS (Cards),1
2023-10-26,USER_02160,51bfca3a-b60b-4ea7-ace9-ac99e4bfb6f3,9173.81,QRIS (Wallet-based),1
2023-10-26,USER_01124,c34d0a84-ccfb-4af0-ba5a-46626e6b75cf,786.68,Non-QRIS (Cards),1
2023-10-26,USER_01188,0c4f5080-dcac-4d1c-819f-176e7cce31c9,973.86,QRIS (Bank-based),1
2023-10-26,USER_07633,f810724b-aeb1-45d9-8e67-41a47578dea1,298.20,QRIS (Wallet-based),1
2023-10-26,USER_06064,cc8c16aa-1fbd-4e71-9147-58522158cf72,8432.83,Non-QRIS (Cards),1
2023-10-26,USER_07088,426bca1b-356b-4edb-ab58-d088ede0c452,229.61,QRIS (Bank-based),1
2023-10-26,USER_00976,82d4dffb-a3b9-40d9-8008-8dd6cd4092ff,5318.84,QRIS (Wallet-based),1
2023-10-26,USER_06616,c2af923b-a93a-40a6-97df-817ab0d5df7b,4082.40,Non-QRIS (Cards),1
2023-10-26,USER_00910,6a107bc1-3707-4d1e-9226-02379e3613d7,4580.90,QRIS (Wallet-based),1
2023-10-26,USER_10000,4bdc0482-a6ef-45b2-baff-9bff8d680149,3574.10,QRIS (Bank-based),1
2023-10-26,USER_02920,25ccf0fc-2bd7-41c7-9cfc-958d94fa04f3,9007.27,QRIS (Bank-based),1
2023-10-26,USER_04429,5ef81913-5302-4c8d-8052-39f17a2a083e,7559.52,Non-QRIS (Cards),1
2023-10-26,USER_01358,6be8bb25-b7a0-45a5-9050-05c053872d4c,1567.81,QRIS (Wallet-based),1
2023-10-27,USER_05761,ad2e99ed-7fc5-440b-88a4-5cb7c70b4b31,1950.43,Non-QRIS (Cards),1
2023-10-27,USER_09824,e43e1696-575b-4b3f-a163-42c87d89368a,2397.79,QRIS (Wallet-based),1
2023-10-27,USER_08900,5f33ceab-d862-486f-8f13-493a9c88fa4e,914.97,Non-QRIS (Cards),1
2023-10-27,USER_00948,17d01217-4bcd-4936-92b3-aca610915e69,7089.81,QRIS (Wallet-based),0
2023-10-27,USER_05578,c7f12b86-4fb0-45de-b6bf-0c9ccf881e02,2720.52,QRIS (Bank-based),1
2023-10-27,USER_02417,9780fd0a-1eaf-404b-a2f3-3d9b972bda03,2599.69,QRIS (Bank-based),1
2023-10-27,USER_06627,8a4e5b51-c35d-45fc-a7a3-c62ef7c982f7,2099.73,Non-QRIS (Cards),1
2023-10-27,USER_03616,3061ad35-4d40-4b63-bdef-f2a1c2dd048a,7765.34,Non-QRIS (Cards),1
2023-10-27,USER_04427,30104df4-821f-4dca-86ec-8e8923621eac,1795.53,QRIS (Wallet-based),1
2023-10-27,USER_02952,ddf39808-6c63-4a1b-b631-ac6effcbdb40,4181.45,QRIS (Wallet-based),1
2023-10-27,USER_09344,ffd2b6b9-85e7-471c-b4c9-90b3ef2b7d4c,406.26,QRIS (Wallet-based),1
2023-10-27,USER_01750,9a208b27-3f35-43f8-add3-e62070cd4a69,6841.71,Non-QRIS (Cards),1
2023-10-27,USER_03846,781a0e12-db87-4cea-9cfa-069cc53389ee,7832.84,Non-QRIS (Cards),1
2023-10-28,USER_06382,109031c9-e6b5-4cd4-a826-835fc74e0bab,7525.92,QRIS (Wallet-based),1
2023-10-28,USER_09685,9fce9530-ec8c-42f1-b245-a953f60dfb0e,2986.51,Non-QRIS (Cards),1
2023-10-28,USER_01245,0eea6b50-f8da-4d54-a61a-6e2222d1a532,4505.04,QRIS (Wallet-based),0
2023-10-28,USER_09185,c31c5e0b-2df1-4b92-8e54-217c5e29fba0,138.06,QRIS (Wallet-based),1
2023-10-28,USER_04769,d8d652b5-8f8a-483f-bac4-8fe1e56691bd,2565.64,Non-QRIS (Cards),1
2023-10-28,USER_03599,89cb56f0-5b4b-4c1a-a00e-fd0e97637da4,6092.77,Non-QRIS (Cards),1
2023-10-28,USER_03371,11c9dece-2907-4793-9ad6-461ef2b0eb99,2926.12,QRIS (Bank-based),0
2023-10-28,USER_00496,783ddccd-7a93-45c9-b253-8f7558d9e465,1721.93,QRIS (Wallet-based),1
2023-10-28,USER_06035,9899fbca-3c68-4ff4-bea0-503b314d3bbf,3868.10,QRIS (Bank-based),1
2023-10-28,USER_03614,0cfe9cd0-9ea2-4806-87af-5071fb1164d3,5411.69,QRIS (Bank-based),1
2023-10-29,USER_09515,45694d52-6698-4b78-947f-dae8d9fe555c,3047.71,Non-QRIS (Cards),1
2023-10-29,USER_05886,13e19d08-b0ac-4421-8363-10df44be0394,153.37,Non-QRIS (Cards),1
2023-10-29,USER_03743,676eda72-6787-43f8-88d1-0a441aab5964,5428.99,Non-QRIS (Cards),1
2023-10-29,USER_04327,3ed4abed-60ed-40b8-b9b6-58891e519163,185.30,QRIS (Bank-based),0
2023-10-29,USER_05400,6746d854-98a5-4098-817c-27c766d9470a,9572.78,QRIS (Wallet-based),1
2023-10-29,USER_06717,c98a2035-a812-49aa-8405-bf27bda6ab64,8181.77,QRIS (Bank-based),0
2023-10-29,USER_03265,e22edc04-5b8f-43bc-b19a-2e5eef37a2ff,1890.21,QRIS (Wallet-based),1
2023-10-29,USER_05296,3b5adf44-f412-4602-b7da-c6cc91fc03e3,6944.61,Non-QRIS (Cards),1
2023-10-29,USER_08568,22758c91-67ea-4d7e-b322-6b8a83b84af4,1237.45,QRIS (Bank-based),1
2023-10-29,USER_03757,8d564eb8-d9b1-457a-8444-8dad99031130,4040.27,Non-QRIS (Cards),1
2023-10-29,USER_08543,99096660-b22a-48b1-862f-55dc05a28752,9785.35,QRIS (Wallet-based),1
2023-10-29,USER_04654,020c71b2-0d68-4d74-9d76-9bab6141a330,433.10,QRIS (Wallet-based),1
2023-10-29,USER_04319,a43beec9-734f-4d67-b653-4484e069d2b0,814.34,QRIS (Wallet-based),0
2023-10-29,USER_05720,110a883b-6b0d-45e2-a5b1-8805024e8ea9,1271.84,Non-QRIS (Cards),1
2023-10-29,USER_03532,939b6448-db69-4462-ae5f-8eb1402bcbda,6090.64,Non-QRIS (Cards),1
2023-10-30,USER_07437,095eb8de-9dab-4ddf-8a47-821a8b38d48f,4800.57,Non-QRIS (Cards),0
2023-10-30,USER_07189,e1cc6b4b-aaf8-45eb-9cf8-26b888ba657b,1563.61,Non-QRIS (Cards),1
2023-10-30,USER_07671,3ce2b783-22a2-4ff2-85ac-428e096e8b13,2444.75,QRIS (Wallet-based),1
2023-10-30,USER_04988,4cb022ea-8c38-42f2-8487-7df996cf0e7e,2781.10,QRIS (Wallet-based),1
2023-10-30,USER_09410,71c0f196-f735-4c1d-8ea0-3c366cca176d,2172.44,Non-QRIS (Cards),0
2023-10-30,USER_08601,168a5664-61e1-4e39-a1cf-5cd47487043c,2835.08,Non-QRIS (Cards),1
2023-10-30,USER_05038,e0a84e68-3cd8-416e-89bc-dd424ad5dac5,8300.38,QRIS (Wallet-based),1
2023-10-30,USER_08674,0c1a796a-050a-4789-afed-e28588070f20,164.45,QRIS (Wallet-based),1
2023-10-30,USER_09327,6678a8d5-2dba-4f0f-9cf6-43d161bc5fb1,8184.49,QRIS (Bank-based),0
2023-10-30,USER_03990,bafce991-475a-46fe-ae8f-5c0df16b1e66,6944.49,QRIS (Wallet-based),1
2023-10-30,USER_00113,43b737f4-cafa-45ed-8228-ceb8e65c9b0f,3613.09,QRIS (Bank-based),0
2023-10-30,USER_04837,2cea2362-be39-4157-8236-aacf8c37dbe7,892.10,Non-QRIS (Cards),1
2023-10-31,USER_01243,a404971a-0a58-45d1-b491-9c0affe18da7,105.35,Non-QRIS (Cards),0
2023-10-31,USER_03673,5cddf408-d758-44d7-8281-855db2cc530b,6594.01,QRIS (Wallet-based),1
2023-10-31,USER_06941,b0b5a0f6-6cf7-4403-be7a-1f7a477fabfd,1711.34,QRIS (Bank-based),1
2023-10-31,USER_02847,5a89d505-8229-46b6-b8ef-b180e2aa9b3c,6430.50,Non-QRIS (Cards),1
2023-10-31,USER_08586,d7ba365c-484e-4069-a340-be02ee6d5924,9819.47,QRIS (Wallet-based),1
2023-10-31,USER_09458,20b478ed-ffa6-4ba1-94d2-80f1c5c23334,8783.28,QRIS (Wallet-based),1
2023-10-31,USER_03806,ebb09e73-90ad-4f93-a1e7-85c9459d967b,6015.97,QRIS (Wallet-based),1
2023-10-31,USER_00207,6a3d42da-2689-485b-8ab2-1828d88641fc,3735.59,Non-QRIS (Cards),1
2023-10-31,USER_05621,5bd1f953-0473-4ab1-bc6c-048ac2774f90,9086.85,Non-QRIS (Cards),1
2023-10-31,USER_02803,9bec1c36-86cf-4dbb-9850-d8a24d92b0e6,1494.89,Non-QRIS (Cards),0
2023-10-31,USER_01825,1f928a98-8e53-4bdb-ac75-28a42c4071c3,5069.05,Non-QRIS (Cards),1
2023-11-01,USER_04327,06e3ea22-4d22-481a-80f5-8697fcfdea69,8877.71,QRIS (Bank-based),0
2023-11-01,USER_05998,cdea96b2-0634-4f26-a7b7-70db64488bc3,1015.66,QRIS (Bank-based),1
2023-11-01,USER_01551,2001e3d2-dfd8-4017-bec7-50d3cfe5b48b,6102.61,QRIS (Wallet-based),1
2023-11-01,USER_09175,318fdbbf-78d9-4482-8823-6210e16bcbcb,5129.26,Non-QRIS (Cards),1
2023-11-01,USER_09219,60969ae0-ecfb-417a-906a-d70e28217aa8,6573.44,QRIS (Bank-based),1
2023-11-01,USER_01523,ff9b1bc2-400f-4c50-8ea1-306296aebeb2,6466.15,QRIS (Wallet-based),1
2023-11-01,USER_04173,d738091e-c37d-4941-ae1e-5e02a7cf26d6,1563.58,QRIS (Bank-based),1
2023-11-01,USER_02034,064a9f1d-21ec-48ab-bf83-40541313a1b0,6365.09,QRIS (Wallet-based),1
2023-11-01,USER_03960,c6eb4a2b-cff6-4280-bc1a-d78c75bfa0f5,276.98,Non-QRIS (Cards),1
2023-11-01,USER_03248,9c9e7d94-b550-4cdd-9376-98a0937200d5,9157.01,Non-QRIS (Cards),1
2023-11-02,USER_00376,3ea1d33b-0c89-41cf-bc2e-41be2f617ad5,5468.22,QRIS (Wallet-based),1
2023-11-02,USER_05651,30325c7b-af91-4359-935c-af527a5d147f,4947.91,Non-QRIS (Cards),1
2023-11-02,USER_06549,c2126349-1cb0-4aab-ae6b-361b6b2fd9fe,7216.45,QRIS (Wallet-based),1
2023-11-02,USER_01145,c269ec0a-846e-495a-a381-25356a0353d6,399.50,Non-QRIS (Cards),1
2023-11-02,USER_08001,fd819f55-2b7a-4cd2-9cc7-b64f0bf1a96d,365.87,QRIS (Bank-based),0
2023-11-02,USER_04090,b13c3776-8ff3-444f-8227-0150ed0d568d,923.34,QRIS (Wallet-based),1
2023-11-02,USER_07373,07763802-c619-43f9-8061-02678a1d00b4,4049.12,QRIS (Wallet-based),1
2023-11-02,USER_03592,4b84e916-f4ef-41bd-9132-655f13b0e189,7499.97,QRIS (Wallet-based),1
2023-11-02,USER_00002,0763ca2e-24ee-4d5e-bebc-c8df977fda35,1785.23,QRIS (Wallet-based),1
